char,division,division_tw,region
𣕀,木厶厶,,CJK-B
𣕁,女土土木,,CJK-B
𣕂,木丷夫巾,,CJK-B
𣕃,木禺,,CJK-B
𣕄,木户冂口,木戶冂口,CJK-B
𣕅,木壬勹巳,,CJK-B
𣕆,木八丂皿,,CJK-B
𣕇,⺌月刂木,⺌⺼刂木,CJK-B
𣕈,木艹且,,CJK-B
𣕉,木艹勹口,,CJK-B
𣕊,木夭水,,CJK-B
𣕋,木尸八月,木尸八⺼,CJK-B
𣕌,木勹口夊,,CJK-B
𣕍,木勹日大,,CJK-B
𣕎,木田木,,CJK-B
𣕏,亠由厶木,,CJK-B
𣕐,屮屮屮木,,CJK-B
𣕑,木ユ土木,木コ土木,CJK-B
𣕒,木一口又,,CJK-B
𣕓,丶水一木,,CJK-B
𣕔,扌舌木,,CJK-B
𣕕,木臼工,,CJK-B
𣕖,木彳彐,,CJK-B
𣕗,木䒑耂匕,,CJK-B
𣕘,木厶口木,,CJK-B
𣕙,䒑厶木厶,,CJK-B
𣕚,木艹戊,,CJK-B
𣕛,木亠厶土,,CJK-B
𣕜,木䒑幺幺,,CJK-B
𣕝,木氵刀土,,CJK-B
𣕞,木⺷女,,CJK-B
𣕟,立木木,,CJK-B
𣕠,彐工口木,,CJK-B
𣕡,彐工几木,,CJK-B
𣕢,木木一匕,,CJK-B
𣕣,十冖古木,,CJK-B
𣕤,一口人口,,CJK-B
𣕥,石戈木,,CJK-B
𣕦,木木目,,CJK-B
𣕧,木力口木,,CJK-B
𣕨,木不田,,CJK-B
𣕩,木匚日女,,CJK-B
𣕪,木又土木,,CJK-B
𣕫,土土土木,,CJK-B
𣕬,木龶母,木龶,CJK-B
𣕭,木一廾土,,CJK-B
𣕮,𡗗日木,,CJK-B
𣕯,木木人マ,,CJK-B
𣕰,王禾木,,CJK-B
𣕱,木目木,,CJK-B
𣕲,木忄一一,,CJK-B
𣕳,木囗米,,CJK-B
𣕴,木山火,木山厂火,CJK-B
𣕵,木艹人マ,,CJK-B
𣕶,木田方,,CJK-B
𣕷,匕木口木,,CJK-B
𣕸,木艹匚巾,,CJK-B
𣕹,木⺊彐龰,,CJK-B
𣕺,木艹冂尢,,CJK-B
𣕻,木龵目,,CJK-B
𣕼,身乃木,,CJK-B
𣕽,木木勹口,,CJK-B
𣕾,木木心丿,,CJK-B
𣕿,十冖屮木,,CJK-B
𣖀,木一冂又,,CJK-B
𣖁,木大丶皿,,CJK-B
𣖂,木大羊,,CJK-B
𣖃,山而木,,CJK-B
𣖄,千臼木,干臼木,CJK-B
𣖅,木厂辛,,CJK-B
𣖆,木勹日子,,CJK-B
𣖇,亠囗八木,亠囗儿木,CJK-B
𣖈,亠囗⺈木,,CJK-B
𣖉,木穴木,,CJK-B
𣖊,木巛一刂,,CJK-B
𣖋,木十戈口,,CJK-B
𣖌,木十又八,,CJK-B
𣖍,木不一止,,CJK-B
𣖎,木口口口,,CJK-B
𣖏,木毛勹巳,,CJK-B
𣖐,木白辶,,CJK-B
𣖑,木勹𠂉止,,CJK-B
𣖒,木冖八丶,,CJK-B
𣖓,木龶儿夊,,CJK-B
𣖔,木厂日子,,CJK-B
𣖕,木尸䒑廾,,CJK-B
𣖖,木扌土寸,木扌士寸,CJK-B
𣖗,木尸匕辶,,CJK-B
𣖘,木糹工,,CJK-B
𣖙,木⺷大,,CJK-B
𣖚,木艹力口,,CJK-B
𣖛,亠人人末,,CJK-B
𣖜,木田月,木田⺼,CJK-B
𣖝,木艹亻士,,CJK-B
𣖞,木亦口,,CJK-B
𣖟,木言十,,CJK-B
𣖠,木艹屮凵,,CJK-B
𣖡,木貝刂,,CJK-B
𣖢,末亠人十,,CJK-B
𣖣,木勹丿凵,,CJK-B
𣖤,來厶口,,CJK-B
𣖥,木古手,,CJK-B
𣖦,予世木,,CJK-B
𣖧,木止匕木,,CJK-B
𣖨,木艹止匕,,CJK-B
𣖩,木爫一水,,CJK-B
𣖪,木虍木,,CJK-B
𣖫,士冂一木,,CJK-B
𣖬,木䒑屮欠,,CJK-B
𣖭,木一幺土,,CJK-B
𣖮,木冂大皿,,CJK-B
𣖯,木竹心,,CJK-B
𣖰,木⺮匕匕,,CJK-B
𣖱,木山厶夊,,CJK-B
𣖲,木疒止匕,,CJK-B
𣖳,木虍夊,,CJK-B
𣖴,⺊囗木,,CJK-B
𣖵,木广人土,,CJK-B
𣖶,予丿夊木,,CJK-B
𣖷,木冫月,,CJK-B
𣖸,木广辛,,CJK-B
𣖹,木女口手,,CJK-B
𣖺,木方𠂉,,CJK-B
𣖻,木口皿,,CJK-B
𣖼,木勹日丂,,CJK-B
𣖽,木彐冖又,,CJK-B
𣖾,木龷丿用,,CJK-B
𣖿,木弋貝,,CJK-B
𣗀,木止又,,CJK-B
𣗁,石木石,,CJK-B
𣗂,木一乂木,,CJK-B
𣗃,木豕土,,CJK-B
𣗄,木艹亡,,CJK-B
𣗅,卄乂一來,,CJK-B
𣗆,舟犬木,,CJK-B
𣗇,木西灬,,CJK-B
𣗈,木宀女木,,CJK-B
𣗉,木户向,,CJK-B
𣗊,木艹一人,,CJK-B
𣗋,木尚儿,,CJK-B
𣗌,木米辶,,CJK-B
𣗍,木𠂉其,,CJK-B
𣗎,木艹人王,木艹入王,CJK-B
𣗏,木山夊丰,,CJK-B
𣗐,木口王阝,木口壬阝,CJK-B
𣗑,木阝車,,CJK-B
𣗒,木金十,,CJK-B
𣗓,未耂日,,CJK-B
𣗔,木艮辶,,CJK-B
𣗕,木己己壬,,CJK-B
𣗖,木覀木,,CJK-B
𣗗,木木尸己,,CJK-B
𣗘,木𡗗水,,CJK-B
𣗙,木又隹,,CJK-B
𣗚,木木大千,,CJK-B
𣗛,木木夊口,,CJK-B
𣗜,王王人木,,CJK-B
𣗝,木王リ王,,CJK-B
𣗞,十口冖口,,CJK-B
𣗟,木大丷示,,CJK-B
𣗠,木其⺀,,CJK-B
𣗡,木木厂巴,,CJK-B
𣗢,木己土木,,CJK-B
𣗣,木木刀夊,,CJK-B
𣗤,木日宀女,,CJK-B
𣗥,木口木口,,CJK-B
𣗦,木艹冖方,,CJK-B
𣗧,木口マ用,,CJK-B
𣗨,木日卄,,CJK-B
𣗩,木艹耂匕,,CJK-B
𣗪,木艹人木,,CJK-B
𣗫,木止㇉一,,CJK-B
𣗬,木自犬,,CJK-B
𣗭,木糹丨二,,CJK-B
𣗮,木儿冫灬,,CJK-B
𣗯,木合手,,CJK-B
𣗰,八刀艮木,,CJK-B
𣗱,禾刂木下,,CJK-B
𣗲,一水丶木,,CJK-B
𣗳,木一口寸,,CJK-B
𣗴,⺊囗心木,,CJK-B
𣗵,木罒一止,,CJK-B
𣗶,木罒水,,CJK-B
𣗷,丿米大木,,CJK-B
𣗸,匕匕木,,CJK-B
𣗹,木⺷心,,CJK-B
𣗺,厶口木古,,CJK-B
𣗻,厶口木夫,,CJK-B
𣗼,木口貝,,CJK-B
𣗽,木匕匕,,CJK-B
𣗾,人一冊八,,CJK-B
𣗿,木示且,,CJK-B
𣘀,木亻丨彡,,CJK-B
𣘁,木丅口口,,CJK-B
𣘂,土厶矢木,,CJK-B
𣘃,木艹亥,,CJK-B
𣘄,木言丿七,,CJK-B
𣘅,木一口夊,,CJK-B
𣘆,木糹冂人,木糹冂入,CJK-B
𣘇,木艹一一,,CJK-B
𣘈,牛八人冊,,CJK-B
𣘉,木犭人口,,CJK-B
𣘊,木彳走,,CJK-B
𣘋,木广マ用,,CJK-B
𣘌,木示口儿,,CJK-B
𣘍,木广車,,CJK-B
𣘎,木⺶乚厶,木⺷儿厶,CJK-B
𣘏,穴人口不,,CJK-B
𣘐,一米一米,,CJK-B
𣘑,九九冖木,,CJK-B
𣘒,十日丂木,,CJK-B
𣘓,木罒土厶,,CJK-B
𣘔,木宀日大,,CJK-B
𣘕,木宀彐巾,,CJK-B
𣘖,木木,,CJK-B
𣘗,木匚艹口,,CJK-B
𣘘,木艹辛,,CJK-B
𣘙,木立口阝,,CJK-B
𣘚,木亠幺十,,CJK-B
𣘛,木白儿,,CJK-B
𣘜,木⺮厶口,,CJK-B
𣘝,木覀大巳,木覀大㔾,CJK-B
𣘞,木人丶酉,木人一酉,CJK-B
𣘟,亻尸二木,,CJK-B
𣘠,木⺮丁口,,CJK-B
𣘡,木艹氵丿,,CJK-B
𣘢,龶勹夊木,士方夊木,CJK-B
𣘣,木辰月,木辰⺼,CJK-B
𣘤,木示,,CJK-B
𣘥,木門丿,,CJK-B
𣘦,匚矢殳木,,CJK-B
𣘧,木⺮亻寸,,CJK-B
𣘨,木亠丁𧘇,,CJK-B
𣘩,木彳止龰,,CJK-B
𣘪,木耳卯,,CJK-B
𣘫,口木虎,,CJK-B
𣘬,未夊厂木,,CJK-B
𣘭,木虍甲,,CJK-B
𣘮,木丷巾夊,,CJK-B
𣘯,十口冖木,,CJK-B
𣘰,木忄一一,,CJK-B
𣘱,木彳日寸,,CJK-B
𣘲,木木辛,,CJK-B
𣘳,⺈用⺀木,⺈土木,CJK-B
𣘴,木钅艮,,CJK-B
𣘵,木禾夕夕,,CJK-B
𣘶,木自大十,,CJK-B
𣘷,木⺮一戈,,CJK-B
𣘸,木里灬,,CJK-B
𣘹,木宀一八,,CJK-B
𣘺,木𠂉〢口,,CJK-B
𣘻,木艹人木,,CJK-B
𣘼,户口夊木,戶口夊木,CJK-B
𣘽,木小丿丶,木小丿儿,CJK-B
𣘾,一米户月,一米戶⺼,CJK-B
𣘿,穴合木,,CJK-B
𣙀,木土丶,,CJK-B
𣙁,木虍日一,,CJK-B
𣙂,丷夫厶木,,CJK-B
𣙃,木广卄火,,CJK-B
𣙄,木氵木乛,,CJK-B
𣙅,户口戈木,戶口戈木,CJK-B
𣙆,木亠厶未,木七丶未,CJK-B
𣙇,土隹木,,CJK-B
𣙈,十早木口,,CJK-B
𣙉,木大人水,,CJK-B
𣙊,木艹囗木,,CJK-B
𣙋,木山冂山,,CJK-B
𣙌,木山金,,CJK-B
𣙍,木山日匕,,CJK-B
𣙎,木門口,,CJK-B
𣙏,木⺊罒木,,CJK-B
𣙐,木口口巾,,CJK-B
𣙑,木木木大,,CJK-B
𣙒,木日爿片,,CJK-B
𣙓,木爫木彡,,CJK-B
𣙔,木禾刂木,,CJK-B
𣙕,木𠂉母夊,,CJK-B
𣙖,木⺮匚巾,,CJK-B
𣙗,土九木,,CJK-B
𣙘,木艹𠂉矢,,CJK-B
𣙙,木木口夊,,CJK-B
𣙚,木八厶里,,CJK-B
𣙛,木文口月,,CJK-B
𣙜,木宀隹,,CJK-B
𣙝,木尸彳世,,CJK-B
𣙞,木一口十,,CJK-B
𣙟,木尚巾,,CJK-B
𣙠,木罒火,,CJK-B
𣙡,木冂乂乂,,CJK-B
𣙢,木囗丷㔾,,CJK-B
𣙣,木宀日八,,CJK-B
𣙤,冫戊一木,,CJK-B
𣙥,木⺷皿,,CJK-B
𣙦,木疒土寸,木疒士寸,CJK-B
𣙧,木目艮,,CJK-B
𣙨,木⺮皮,,CJK-B
𣙩,木山宀示,,CJK-B
𣙪,木麻,,CJK-B
𣙫,木⺮立,,CJK-B
𣙬,覀木匚コ,,CJK-B
𣙭,木⺮刀口,,CJK-B
𣙮,木文示,,CJK-B
𣙯,木土隹,,CJK-B
𣙰,尸匕又木,,CJK-B
𣙱,木⺮勹口,,CJK-B
𣙲,士冖缶木,,CJK-B
𣙳,木足木,,CJK-B
𣙴,木尤八口,,CJK-B
𣙵,木氵日寸,,CJK-B
𣙶,木弓一,,CJK-B
𣙷,木艹犬廾,,CJK-B
𣙸,牛八艹凵,,CJK-B
𣙹,木口日匕,,CJK-B
𣙺,木乂夊,,CJK-B
𣙻,木艹耳又,,CJK-B
𣙼,厶口辛木,,CJK-B
𣙽,木厂禾禾,,CJK-B
𣙾,木丿丂,木丿囗丂,CJK-B
𣙿,木弓貝,,CJK-B
𣚀,木止匕用,木止匕土,CJK-B
𣚁,木止匕貝,,CJK-B
𣚂,木方大口,,CJK-B
𣚃,木丰刀糸,,CJK-B
𣚄,其斤木,,CJK-B
𣚅,木十心,,CJK-B
𣚆,木七凵凵,,CJK-B
𣚇,十口冖木,,CJK-B
𣚈,木厶厶丶,,CJK-B
𣚉,木习习丶,木彐彐丶,CJK-B
𣚊,木而而,,CJK-B
𣚋,木艹耳阝,,CJK-B
𣚌,木亠丷口,,CJK-B
𣚍,木立口口,,CJK-B
𣚎,木厶厶糸,,CJK-B
𣚏,亠目目木,,CJK-B
𣚐,木一日灬,,CJK-B
𣚑,木弓工口,,CJK-B
𣚒,木王王巴,,CJK-B
𣚓,木糹厶月,木糹厶⺼,CJK-B
𣚔,木臼勹灬,,CJK-B
𣚕,木日月犬,木日⺼犬,CJK-B
𣚖,木艹大电,,CJK-B
𣚗,舟丷夫木,,CJK-B
𣚘,氵戊一木,,CJK-B
𣚙,木片戈戈,,CJK-B
𣚚,木尸丿,,CJK-B
𣚛,木虍业,木虍丱一,CJK-B
𣚜,木艹八心,,CJK-B
𣚝,木亠𧘇,,CJK-B
𣚞,木䒑八言,,CJK-B
𣚟,木刀丶止,,CJK-B
𣚠,木业丷八,木业丨八,CJK-B
𣚡,木非木,,CJK-B
𣚢,木叀辶,,CJK-B
𣚣,木田龷八,,CJK-B
𣚤,日口木又,,CJK-B
𣚥,木艹亠月,木艹七月,CJK-B
𣚦,木弓口虫,,CJK-B
𣚧,口丂⺁木,,CJK-B
𣚨,卄一木木,,CJK-B
𣚩,户口古木,戶口古木,CJK-B
𣚪,木亦丿止,木亦一一,CJK-B
𣚫,木氵耂日,,CJK-B
𣚬,木糹士口,,CJK-B
𣚭,木艹勹米,,CJK-B
𣚮,扌立日木,,CJK-B
𣚯,木口,,CJK-B
𣚰,木⺶目,,CJK-B
𣚱,丷石厶木,,CJK-B
𣚲,木广臼人,,CJK-B
𣚳,木文隹,,CJK-B
𣚴,木䒑业日,,CJK-B
𣚵,木木木火,,CJK-B
𣚶,木王王乛,,CJK-B
𣚷,木古止,,CJK-B
𣚸,木十戈𧘇,,CJK-B
𣚹,木乛水口,,CJK-B
𣚺,未戊㇆母,,CJK-B
𣚻,卄二木儿,,CJK-B
𣚼,木匚日女,,CJK-B
𣚽,木夫夫日,,CJK-B
𣚾,木門文,,CJK-B
𣚿,木尚夊,,CJK-B
𣛀,木日一里,,CJK-B
𣛁,水水水木,,CJK-B
𣛂,木艹宀示,,CJK-B
𣛃,木艹囗禾,,CJK-B
𣛄,木山風,,CJK-B
𣛅,木木止月,木木止⺼,CJK-B
𣛆,木⺮土寸,木⺮士寸,CJK-B
𣛇,木夕ヰ合,,CJK-B
𣛈,木⺮匚巾,,CJK-B
𣛉,木人文丅,,CJK-B
𣛊,八刀長木,,CJK-B
𣛋,木夕ヰ合,,CJK-B
𣛌,來人一冊,,CJK-B
𣛍,木乂乂儿,乂乂木儿,CJK-B
𣛎,木隹辶,,CJK-B
𣛏,木𠂉母瓦,,CJK-B
𣛐,木𠂉十糸,,CJK-B
𣛑,木隹火,,CJK-B
𣛒,木示又目,,CJK-B
𣛓,木不長,,CJK-B
𣛔,木⺊早戈,,CJK-B
𣛕,日木日木,,CJK-B
𣛖,木⺮耂丂,,CJK-B
𣛗,木⺮夊口,,CJK-B
𣛘,木身矢,,CJK-B
𣛙,䒑白冫木,,CJK-B
𣛚,木心心心,,CJK-B
𣛛,木彐土一,,CJK-B
𣛜,木隹木,,CJK-B
𣛝,木彳⺁目,,CJK-B
𣛞,木金水,,CJK-B
𣛟,木尚手,,CJK-B
𣛠,木罒貝,,CJK-B
𣛡,木宀禺,,CJK-B
𣛢,木尸毛且,,CJK-B
𣛣,木門一廾,,CJK-B
𣛤,日木來,,CJK-B
𣛥,木非心,,CJK-B
𣛦,木氵方子,,CJK-B
𣛧,木木木木,,CJK-B
𣛨,木十早月,,CJK-B
𣛩,木⺮人王,木⺮入王,CJK-B
𣛪,木彡頁,,CJK-B
𣛫,木口口火,,CJK-B
𣛬,木卯彐厶,,CJK-B
𣛭,木耂日阝,,CJK-B
𣛮,木戊㇆皿,,CJK-B
𣛯,木氵欠皿,,CJK-B
𣛰,木艹耂日,,CJK-B
𣛱,木穴⺈臼,,CJK-B
𣛲,木雨丿,,CJK-B
𣛳,艹⺈口木,,CJK-B
𣛴,木戊一心,,CJK-B
𣛵,木龷日皮,,CJK-B
𣛶,木⺈彐灬,,CJK-B
𣛷,木戈戈皿,,CJK-B
𣛸,木貝戈,,CJK-B
𣛹,木山而辶,,CJK-B
𣛺,木木人卩,,CJK-B
𣛻,木片世木,,CJK-B
𣛼,木虍一䒑,,CJK-B
𣛽,木禾一,,CJK-B
𣛾,木予木厶,,CJK-B
𣛿,木予頁,,CJK-B
𣜀,木夭龰乚,,CJK-B
𣜁,木止匕隹,,CJK-B
𣜂,木一大一,,CJK-B
𣜃,木丷酉灬,,CJK-B
𣜄,亡口月丶,,CJK-B
𣜅,山而辶木,,CJK-B
𣜆,木⺷言,,CJK-B
𣜇,木木冂貝,,CJK-B
𣜈,人又木,,CJK-B
𣜉,木卄二至,,CJK-B
𣜊,木門甲,,CJK-B
𣜋,木口馬,,CJK-B
𣜌,木臼,,CJK-B
𣜍,口丂虎木,,CJK-B
𣜎,木艹⺌刂,,CJK-B
𣜏,木宀心土,,CJK-B
𣜐,木立⺼尤,,CJK-B
𣜑,木䒑幺灬,,CJK-B
𣜒,木耳又,,CJK-B
𣜓,木予丿乛,,CJK-B
𣜔,木彐丿禺,,CJK-B
𣜕,木木戊口,,CJK-B
𣜖,木又又且,,CJK-B
𣜗,木又又乃,,CJK-B
𣜘,木彐丿羊,,CJK-B
𣜙,木酉⺍川,,CJK-B
𣜚,木𡗗日心,,CJK-B
𣜛,木禺辶,,CJK-B
𣜜,木艹禺,,CJK-B
𣜝,木門王丶,,CJK-B
𣜞,木夕木口,,CJK-B
𣜟,僉木,,CJK-B
𣜠,木臣巳灬,,CJK-B
𣜡,木豕虫,,CJK-B
𣜢,日木禺,,CJK-B
𣜣,口口口儿,,CJK-B
𣜤,木⺮氵丿,,CJK-B
𣜥,白方夊木,,CJK-B
𣜦,䒑自辶木,,CJK-B
𣜧,木火火十,,CJK-B
𣜨,厶口木㔾,,CJK-B
𣜩,木示又米,,CJK-B
𣜪,木十乂八,,CJK-B
𣜫,矢隹木,,CJK-B
𣜬,木爫冖夊,,CJK-B
𣜭,木䒑月灬,,CJK-B
𣜮,木氵自丿,,CJK-B
𣜯,木艹宀一,,CJK-B
𣜰,木广䒑八,,CJK-B
𣜱,牛八山冊,,CJK-B
𣜲,木⺁十辶,,CJK-B
𣜳,木艹風,,CJK-B
𣜴,木人一心,,CJK-B
𣜵,木口丂虎,,CJK-B
𣜶,木日勹辶,,CJK-B
𣜷,木禾火心,,CJK-B
𣜸,木日冖車,,CJK-B
𣜹,又又又丿,,CJK-B
𣜺,木木冖巴,,CJK-B
𣜻,一米辰寸,,CJK-B
𣜼,木丿阝,,CJK-B
𣜽,又又又㇆,,CJK-B
𣜾,未氵耂日,,CJK-B
𣜿,木艹世木,,CJK-B
𣝀,木革二力,,CJK-B
𣝁,木⺮十,,CJK-B
𣝂,木二厶鬼,,CJK-B
𣝃,木⺮穴工,,CJK-B
𣝄,木十口,,CJK-B
𣝅,木匕矢龰,,CJK-B
𣝆,匕矢マ木,,CJK-B
𣝇,木目目木,,CJK-B
𣝈,木艹䒑八,,CJK-B
𣝉,木业⺷寸,,CJK-B
𣝊,木⺈口儿,,CJK-B
𣝋,木罒水辶,,CJK-B
𣝌,木臣又糸,,CJK-B
𣝍,木艹甫寸,,CJK-B
𣝎,木⺮火火,,CJK-B
𣝏,木艹高,,CJK-B
𣝐,十口冖木,,CJK-B
𣝑,丂丄木,丂丿木,CJK-B
𣝒,木土厶木,,CJK-B
𣝓,木厂日犬,,CJK-B
𣝔,木士冖木,,CJK-B
𣝕,木⺮戈戈,,CJK-B
𣝖,⺈日末,,CJK-B
𣝗,木月骨,木⺼骨,CJK-B
𣝘,木艹夊辶,,CJK-B
𣝙,木山黑,,CJK-B
𣝚,而大瓦木,,CJK-B
𣝛,木虍业八,木虍丱八,CJK-B
𣝜,厶口木冊,,CJK-B
𣝝,几木口,,CJK-B
𣝞,木口巛木,,CJK-B
𣝟,禾⺈彐木,,CJK-B
𣝠,木冫丰糸,,CJK-B
𣝡,木䒑夫艮,木⺷八艮,CJK-B
𣝢,木业⺷大,,CJK-B
𣝣,木罒彐寸,,CJK-B
𣝤,木山隹辶,,CJK-B
𣝥,木予丿厶,,CJK-B
𣝦,木习习十,,CJK-B
𣝧,木一八乂,,CJK-B
𣝨,氵鳥木,,CJK-B
𣝩,木高木,,CJK-B
𣝪,木木冖寸,,CJK-B
𣝫,木十戈隹,,CJK-B
𣝬,木木口口,,CJK-B
𣝭,覀木水日,,CJK-B
𣝮,木口卄入,,CJK-B
𣝯,木冂木冂,,CJK-B
𣝰,木艹缶予,,CJK-B
𣝱,木艹罒戊,,CJK-B
𣝲,木几一鳥,,CJK-B
𣝳,木⺮冂匕,,CJK-B
𣝴,木乂乂,乂乂木,CJK-B
𣝵,木糹彑水,,CJK-B
𣝶,木⺮目廾,,CJK-B
𣝷,士乛工木,,CJK-B
𣝸,木艹广巾,,CJK-B
𣝹,木木鬼,,CJK-B
𣝺,木丅口木,,CJK-B
𣝻,木罒日,,CJK-B
𣝼,木自冖冂,,CJK-B
𣝽,木匚乛夊,木匚丅夊,CJK-B
𣝾,木艹𡗗禾,,CJK-B
𣝿,木來一巳,,CJK-B
𣞀,木面且,,CJK-B
𣞁,木火火木,,CJK-B
𣞂,木⺮彐巾,,CJK-B
𣞃,口木匚口,,CJK-B
𣞄,末人一日,,CJK-B
𣞅,日木月大,,CJK-B
𣞆,屮屮木木,,CJK-B
𣞇,言木言,,CJK-B
𣞈,十口囗木,,CJK-B
𣞉,十口冖木,,CJK-B
𣞊,牛八丷寸,,CJK-B
𣞋,木來囗口,,CJK-B
𣞌,木白冖勹,,CJK-B
𣞍,木罒耂日,,CJK-B
𣞎,木艹〢皿,,CJK-B
𣞏,山山山木,,CJK-B
𣞐,木宀臼灬,,CJK-B
𣞑,木艹罒瓦,木卝罒瓦,CJK-B
𣞒,木甫方夊,,CJK-B
𣞓,木艹鹿,,CJK-B
𣞔,木卄一欠,,CJK-B
𣞕,木艹土丶,,CJK-B
𣞖,木木囗火,,CJK-B
𣞗,木卯金刂,,CJK-B
𣞘,木匚僉,,CJK-B
𣞙,壴又又木,,CJK-B
𣞚,木亻人工,,CJK-B
𣞛,木丿夊,,CJK-B
𣞜,木𡗗人十,,CJK-B
𣞝,木𡗗臼心,,CJK-B
𣞞,木业羊又,,CJK-B
𣞟,厶口木八,,CJK-B
𣞠,木豸白儿,,CJK-B
𣞡,木舟乂夊,,CJK-B
𣞢,木艹广灬,,CJK-B
𣞣,𠂉卌一木,,CJK-B
𣞤,大卄一木,,CJK-B
𣞥,木未口貝,,CJK-B
𣞦,木艹丅田,,CJK-B
𣞧,木业⺷水,,CJK-B
𣞨,木艹尸寸,,CJK-B
𣞩,木艹日日,,CJK-B
𣞪,木黑土,,CJK-B
𣞫,木⺮世木,,CJK-B
𣞬,木⺮一辶,,CJK-B
𣞭,木⺈囗夊,木⺈罒夊,CJK-B
𣞮,木⺮亠辶,,CJK-B
𣞯,木⺮非一,,CJK-B
𣞰,木囗丷木,,CJK-B
𣞱,木來一口,,CJK-B
𣞲,木罒土𧘇,,CJK-B
𣞳,木⺧口非,,CJK-B
𣞴,禾刂木古,,CJK-B
𣞵,又又又乚,,CJK-B
𣞶,木夫夫車,,CJK-B
𣞷,木艹心,,CJK-B
𣞸,木土口口,,CJK-B
𣞹,木目一車,,CJK-B
𣞺,木日龷水,,CJK-B
𣞻,木罒厶匕,,CJK-B
𣞼,木䒑夫艮,木⺷八艮,CJK-B
𣞽,木癶一阝,,CJK-B
𣞾,木艹口女,,CJK-B
𣞿,木夕缶糸,,CJK-B
𣟀,木艹夊辶,,CJK-B
𣟁,木阝土,,CJK-B
𣟂,木宀艹丶,木宀卝見,CJK-B
𣟃,木艹罒夕,木卝罒夕,CJK-B
𣟄,木十口木,,CJK-B
𣟅,木女,,CJK-B
𣟆,木大丷辶,,CJK-B
𣟇,木习习皿,,CJK-B
𣟈,木木厂刂,,CJK-B
𣟉,彳口木,,CJK-B
𣟊,木亠馬𧘇,,CJK-B
𣟋,木宀𧘇,,CJK-B
𣟌,木士示隶,,CJK-B
𣟍,木士示米,,CJK-B
𣟎,木亠目𧘇,,CJK-B
𣟏,十口冖木,,CJK-B
𣟐,木亠习隹,,CJK-B
𣟑,木癶一寸,,CJK-B
𣟒,大卄一木,,CJK-B
𣟓,木匕示頁,,CJK-B
𣟔,木⺮甫寸,,CJK-B
𣟕,木火火木,,CJK-B
𣟖,木麻石,,CJK-B
𣟗,木彑米廾,,CJK-B
𣟘,十口口木,,CJK-B
𣟙,木巳巳辶,,CJK-B
𣟚,木立丿八,,CJK-B
𣟛,木卄一灬,,CJK-B
𣟜,木木广寸,,CJK-B
𣟝,木卝罒戈,,CJK-B
𣟞,木艹匚日,,CJK-B
𣟟,木艹日目,,CJK-B
𣟠,木小糸,,CJK-B
𣟡,木金白巾,,CJK-B
𣟢,木⺮匚非,,CJK-B
𣟣,木⺮丰,,CJK-B
𣟤,木匕禾頁,,CJK-B
𣟥,木立口心,,CJK-B
𣟦,艹十木,艹一艹木,CJK-B
𣟧,木口丄辶,,CJK-B
𣟨,木臼人貝,木人貝,CJK-B
𣟩,木禾儿頁,,CJK-B
𣟪,木丰八寸,,CJK-B
𣟫,木艹門月,,CJK-B
𣟬,木門木日,,CJK-B
𣟭,木口口馬,,CJK-B
𣟮,予丿木夊,,CJK-B
𣟯,木宀足,,CJK-B
𣟰,車一木,車一木,CJK-B
𣟱,木丂丰,木丂丿丰,CJK-B
𣟲,木魚羊,,CJK-B
𣟳,木罒一辶,,CJK-B
𣟴,木户罒𧘇,木戶罒𧘇,CJK-B
𣟵,木虍一戈,,CJK-B
𣟶,艹禾隹木,,CJK-B
𣟷,木丨⺊夊,,CJK-B
𣟸,木鹿米,,CJK-B
𣟹,木⺮厶彡,,CJK-B
𣟺,木僉夊,,CJK-B
𣟻,木亠丷心,,CJK-B
𣟼,厶口木灬,,CJK-B
𣟽,厶口木力,,CJK-B
𣟾,爫缶丿木,缶丿木,CJK-B
𣟿,木艹白木,,CJK-B
𣠀,十口冖木,,CJK-B
𣠁,覀木文生,,CJK-B
𣠂,木米田八,,CJK-B
𣠃,木壴火火,,CJK-B
𣠄,木雨口口,,CJK-B
𣠅,木艹冫皿,,CJK-B
𣠆,木口木口,,CJK-B
𣠇,木艹僉,,CJK-B
𣠈,木乂乂寸,乂乂木寸,CJK-B
𣠉,木⺮罒一,,CJK-B
𣠊,木⺮罒ヰ,,CJK-B
𣠋,糸白糸木,,CJK-B
𣠌,木雨口丨,,CJK-B
𣠍,木山千黑,,CJK-B
𣠎,厶口木兀,,CJK-B
𣠏,厶口木又,,CJK-B
𣠐,木亠口丨,,CJK-B
𣠑,木⺮夊辶,,CJK-B
𣠒,宀丿米八,,CJK-B
𣠓,木⺮覀示,,CJK-B
𣠔,十口冖木,,CJK-B
𣠕,未豕耂日,,CJK-B
𣠖,未言耂日,,CJK-B
𣠗,木𠂤止巾,,CJK-B
𣠘,木⺮白十,,CJK-B
𣠙,木火,,CJK-B
𣠚,木雨卯田,,CJK-B
𣠛,亠人人木,,CJK-B
𣠜,木习习火,,CJK-B
𣠝,木艹一乂,,CJK-B
𣠞,耳耳耳木,,CJK-B
𣠟,木匚儿丨,,CJK-B
𣠠,木田田土,,CJK-B
𣠡,木言糸,,CJK-B
𣠢,木日一頁,,CJK-B
𣠣,木宀田心,,CJK-B
