char,division,division_tw,region
𣠤,木𠂉一見,,CJK-B
𣠥,木亠人隹,,CJK-B
𣠦,木宀王貝,,CJK-B
𣠧,木木乂手,木乂乂手,CJK-B
𣠨,木日厂夊,,CJK-B
𣠩,木艹臣皿,,CJK-B
𣠪,木冂火,木冂一火,CJK-B
𣠫,木乂乂阝,乂乂木阝,CJK-B
𣠬,木人水水,,CJK-B
𣠭,木山幺幺,,CJK-B
𣠮,大卄一木,,CJK-B
𣠯,木广尸𧘇,,CJK-B
𣠰,木⺮門日,,CJK-B
𣠱,木⺮匚日,,CJK-B
𣠲,木示曲䒑,,CJK-B
𣠳,予丿木言,,CJK-B
𣠴,木人水文,,CJK-B
𣠵,木夕木寸,,CJK-B
𣠶,牛八耂見,,CJK-B
𣠷,木艹冂虫,,CJK-B
𣠸,木門幺丱,,CJK-B
𣠹,木⺮目糸,,CJK-B
𣠺,木⺮僉,,CJK-B
𣠻,木十口木,,CJK-B
𣠼,木門习彡,,CJK-B
𣠽,木覀革月,木襾革月,CJK-B
𣠾,木羊,,CJK-B
𣠿,臣𠂉鹵木,,CJK-B
𣡀,木艹口又,木卝口又,CJK-B
𣡁,木齒夊,,CJK-B
𣡂,木麻非,,CJK-B
𣡃,木尸工𧘇,,CJK-B
𣡄,木木乂手,木乂乂手,CJK-B
𣡅,木𠂉卅乂,,CJK-B
𣡆,士冖一木,,CJK-B
𣡇,木乂乂寸,乂乂木寸,CJK-B
𣡈,冂一木,冂一口木,CJK-B
𣡉,又又又大,,CJK-B
𣡊,木艹土厶,,CJK-B
𣡋,木龷八乂,,CJK-B
𣡌,木虍一犬,,CJK-B
𣡍,木冂木冂,,CJK-B
𣡎,木凵禾,,CJK-B
𣡏,十口囗木,,CJK-B
𣡐,木穴隹口,,CJK-B
𣡑,木木夕卩,,CJK-B
𣡒,木艹口力,木卝口力,CJK-B
𣡓,木⺮臣皿,,CJK-B
𣡔,木⺮匚貝,,CJK-B
𣡕,木木木木,,CJK-B
𣡖,十口冖木,,CJK-B
𣡗,日木日木,,CJK-B
𣡘,木木日日,,CJK-B
𣡙,日木木貝,,CJK-B
𣡚,日木木貝,,CJK-B
𣡛,木匚艹臼,木匚卝臼,CJK-B
𣡜,木乂乂,乂乂木,CJK-B
𣡝,不皿白木,,CJK-B
𣡞,木門⺈言,,CJK-B
𣡟,木田田一,,CJK-B
𣡠,木目目又,,CJK-B
𣡡,木缶木寸,缶木木寸,CJK-B
𣡢,木𡗗日虫,,CJK-B
𣡣,木鹵日亅,,CJK-B
𣡤,木日𧘇,,CJK-B
𣡥,亠冂木,亠冂一木,CJK-B
𣡦,十口囗木,,CJK-B
𣡧,木田田缶,,CJK-B
𣡨,木罒彐阝,,CJK-B
𣡩,木言糹弓,,CJK-B
𣡪,十口冖木,,CJK-B
𣡫,木口口寸,,CJK-B
𣡬,木户水𧘇,,CJK-B
𣡭,木田田且,,CJK-B
𣡮,木木夕寸,,CJK-B
𣡯,罒土厶人,,CJK-B
𣡰,人日木木,,CJK-B
𣡱,木夕木寸,,CJK-B
𣡲,木日幺頁,,CJK-B
𣡳,白幺幺口,,CJK-B
𣡴,木勹車車,,CJK-B
𣡵,木言糹木,,CJK-B
𣡶,木臣𠂉皿,,CJK-B
𣡷,覀⺊囗木,,CJK-B
𣡸,木缶木寸,缶木木寸,CJK-B
𣡹,木广耳心,,CJK-B
𣡺,田田木田,,CJK-B
𣡻,木艹口隹,木卝口隹,CJK-B
𣡼,⺊囗人木,,CJK-B
𣡽,木木木木,,CJK-B
𣡾,日木日木,,CJK-B
𣡿,木冂火,,CJK-B
𣢀,卩欠,,CJK-B
𣢁,尸欠,,CJK-B
𣢂,尸欠,,CJK-B
𣢃,止欠,,CJK-B
𣢄,幺欠,,CJK-B
𣢅,亡欠,,CJK-B
𣢆,𠂉乙欠,,CJK-B
𣢇,己欠,,CJK-B
𣢈,工欠,,CJK-B
𣢉,亻匕欠,,CJK-B
𣢊,勹欠,,CJK-B
𣢋,匕匕欠,,CJK-B
𣢌,冖儿欠,,CJK-B
𣢍,八丂欠,,CJK-B
𣢎,七欠,,CJK-B
𣢏,八刀欠,,CJK-B
𣢐,欠欠,,CJK-B
𣢑,屮一欠,,CJK-B
𣢒,小丿欠,,CJK-B
𣢓,卄一欠,,CJK-B
𣢔,一欠,,CJK-B
𣢕,匚儿欠,,CJK-B
𣢖,户欠,,CJK-B
𣢗,甲欠,,CJK-B
𣢘,申欠,,CJK-B
𣢙,止匕欠,,CJK-B
𣢚,瓜欠,,CJK-B
𣢛,户乙欠,戶乙欠,CJK-B
𣢜,幺力欠,,CJK-B
𣢝,人丶マ欠,人一マ欠,CJK-B
𣢞,尸匕欠,,CJK-B
𣢟,卄二欠,,CJK-B
𣢠,心丿欠,,CJK-B
𣢡,生欠,,CJK-B
𣢢,幺力欠,,CJK-B
𣢣,彐厶欠,,CJK-B
𣢤,⺊口欠,,CJK-B
𣢥,斤一欠,,CJK-B
𣢦,立欠,,CJK-B
𣢧,日人欠,,CJK-B
𣢨,⺁一口欠,,CJK-B
𣢩,力力力欠,,CJK-B
𣢪,⺈厂㔾欠,,CJK-B
𣢫,屮一土欠,,CJK-B
𣢬,厂人丶欠,厂人一欠,CJK-B
𣢭,厂水欠,,CJK-B
𣢮,欠,,CJK-B
𣢯,舌欠,,CJK-B
𣢰,上小欠,,CJK-B
𣢱,口巛欠,,CJK-B
𣢲,八人丶欠,八人一欠,CJK-B
𣢳,⺧力欠,,CJK-B
𣢴,𠂉一廾欠,,CJK-B
𣢵,戶厶欠,,CJK-B
𣢶,至欠,,CJK-B
𣢷,夊口欠,,CJK-B
𣢸,匕一大欠,,CJK-B
𣢹,丰八欠,,CJK-B
𣢺,人丶乛欠,人一乛欠,CJK-B
𣢻,上水欠,,CJK-B
𣢼,白匕欠,,CJK-B
𣢽,山人丶欠,山人一欠,CJK-B
𣢾,匕示欠,,CJK-B
𣢿,亠田欠,,CJK-B
𣣀,冫欠冂土,二欠冂土,CJK-B
𣣁,己斤欠,,CJK-B
𣣂,一䒑口欠,,CJK-B
𣣃,厂屮凵欠,,CJK-B
𣣄,一口欠,,CJK-B
𣣅,匕禾欠,,CJK-B
𣣆,口壬欠,,CJK-B
𣣇,上夫欠,,CJK-B
𣣈,人丶乛欠,人一乛欠,CJK-B
𣣉,臼儿欠,,CJK-B
𣣊,止匕口欠,,CJK-B
𣣋,土八夊欠,土儿夊欠,CJK-B
𣣌,一夕匕欠,,CJK-B
𣣍,虎欠,,CJK-B
𣣎,亠厶月欠,七丶月欠,CJK-B
𣣏,七日欠,,CJK-B
𣣐,艹一巾欠,,CJK-B
𣣑,心丿土欠,,CJK-B
𣣒,斤日欠,,CJK-B
𣣓,欠欠欠,,CJK-B
𣣔,丷工口欠,,CJK-B
𣣕,虍人欠,,CJK-B
𣣖,乛水凵欠,,CJK-B
𣣗,山示欠,,CJK-B
𣣘,日日欠,,CJK-B
𣣙,十冖木欠,,CJK-B
𣣚,大电欠,,CJK-B
𣣛,欠欠火,,CJK-B
𣣜,糹力欠,,CJK-B
𣣝,彐厶卩欠,白匕卩欠,CJK-B
𣣞,冖車欠,,CJK-B
𣣟,宀夊口欠,,CJK-B
𣣠,亻ユ矢欠,,CJK-B
𣣡,⺈厂矢欠,,CJK-B
𣣢,亻言欠,,CJK-B
𣣣,尸龷八欠,,CJK-B
𣣤,巳七日欠,,CJK-B
𣣥,大丶皿欠,,CJK-B
𣣦,口巛巛欠,,CJK-B
𣣧,⺊囗人欠,,CJK-B
𣣨,千人人欠,,CJK-B
𣣩,大亠日欠,,CJK-B
𣣪,斤白欠,,CJK-B
𣣫,丷酉欠,,CJK-B
𣣬,二貝欠,,CJK-B
𣣭,厂車欠,,CJK-B
𣣮,千龷凵欠,,CJK-B
𣣯,勹凵凵欠,,CJK-B
𣣰,冫欠⺊几,二欠⺊几,CJK-B
𣣱,立口亅欠,,CJK-B
𣣲,力力力欠,,CJK-B
𣣳,爫缶欠,缶欠,CJK-B
𣣴,罒水欠,,CJK-B
𣣵,⺷灬欠,,CJK-B
𣣶,宀丰口欠,宀龶口欠,CJK-B
𣣷,屮一虫欠,,CJK-B
𣣸,⺊囗人欠,,CJK-B
𣣹,土厶皿欠,,CJK-B
𣣺,丆目夊欠,,CJK-B
𣣻,マ囗欠,,CJK-B
𣣼,䒑八皿欠,,CJK-B
𣣽,人⺌欠,,CJK-B
𣣾,厂一欠,,CJK-B
𣣿,士冖厶欠,,CJK-B
𣤀,三丨而欠,,CJK-B
𣤁,戈口一欠,,CJK-B
𣤂,十廾一欠,,CJK-B
𣤃,匕示欠乃,,CJK-B
𣤄,穴人口欠,,CJK-B
𣤅,尸古又欠,,CJK-B
𣤆,匚非欠,,CJK-B
𣤇,冖隹欠,,CJK-B
𣤈,龶貝欠,,CJK-B
𣤉,人丶乛欠,人一乛欠,CJK-B
𣤊,习习白欠,,CJK-B
𣤋,口十口欠,,CJK-B
𣤌,又又又欠,,CJK-B
𣤍,言欠,,CJK-B
𣤎,⺌月欠辶,⺌⺼欠辶,CJK-B
𣤏,入一舟欠,,CJK-B
𣤐,戈口一欠,,CJK-B
𣤑,臼丁口欠,,CJK-B
𣤒,臼勹口欠,,CJK-B
𣤓,鹵欠,,CJK-B
𣤔,厂人一欠,,CJK-B
𣤕,又又酉欠,,CJK-B
𣤖,車殳欠,,CJK-B
𣤗,人立日欠,,CJK-B
𣤘,其斤欠,,CJK-B
𣤙,夭口冂欠,,CJK-B
𣤚,隹灬欠,,CJK-B
𣤛,犬犬犬欠,,CJK-B
𣤜,又又又欠,,CJK-B
𣤝,八人欠,,CJK-B
𣤞,日䒑业欠,,CJK-B
𣤟,士冖八欠,,CJK-B
𣤠,止戊一欠,,CJK-B
𣤡,米大欠,丿米欠,CJK-B
𣤢,車凵殳欠,,CJK-B
𣤣,立日欠,,CJK-B
𣤤,广䒑彐欠,,CJK-B
𣤥,力力力欠,,CJK-B
𣤦,⺊囗コ欠,,CJK-B
𣤧,⺊冖八欠,,CJK-B
𣤨,艹隹又欠,,CJK-B
𣤩,习习隹欠,,CJK-B
𣤪,习习金欠,,CJK-B
𣤫,士乛工欠,,CJK-B
𣤬,龷人人欠,卝一人欠,CJK-B
𣤭,戊一口欠,,CJK-B
𣤮,戊一口欠,,CJK-B
𣤯,士罒貝欠,,CJK-B
𣤰,白幺幺欠,,CJK-B
𣤱,⺈口匕欠,,CJK-B
𣤲,王口口欠,,CJK-B
𣤳,十彳欠,,CJK-B
𣤴,虍一口欠,,CJK-B
𣤵,貝貝女欠,,CJK-B
𣤶,土八欠,土儿欠,CJK-B
𣤷,士尸コ欠,士コ丨欠,CJK-B
𣤸,𧘇欠,,CJK-B
𣤹,米隹灬欠,,CJK-B
𣤺,士罒目欠,,CJK-B
𣤻,コ矢丆欠,,CJK-B
𣤼,士一欠,,CJK-B
𣤽,口口欠,,CJK-B
𣤾,艹口口欠,卝口口欠,CJK-B
𣤿,魚罒水欠,魚罒欠,CJK-B
𣥀,尸水罒欠,,CJK-B
𣥁,卄一口欠,,CJK-B
𣥂,,,CJK-B
𣥃,止乚,,CJK-B
𣥄,一止,,CJK-B
𣥅,止匕,,CJK-B
𣥆,止,,CJK-B
𣥇,止⺄十,止乙十,CJK-B
𣥈,止巾,,CJK-B
𣥉,尸乀止,,CJK-B
𣥊,亡止,,CJK-B
𣥋,丿止一一,,CJK-B
𣥌,止上,,CJK-B
𣥍,止斤,,CJK-B
𣥎,止一廾,,CJK-B
𣥏,止𧘇,,CJK-B
𣥐,止人人,,CJK-B
𣥑,止冂丶丨,,CJK-B
𣥒,止止,,CJK-B
𣥓,丨⺊⺄止,,CJK-B
𣥔,一口止,,CJK-B
𣥕,止止,,CJK-B
𣥖,止止,,CJK-B
𣥗,止止,,CJK-B
𣥘,止巴,,CJK-B
𣥙,冂人止,,CJK-B
𣥚,夭止,,CJK-B
𣥛,一止夕,,CJK-B
𣥜,止日,,CJK-B
𣥝,八刀止,,CJK-B
𣥞,止二,,CJK-B
𣥟,止二,,CJK-B
𣥠,止止,,CJK-B
𣥡,止毛,,CJK-B
𣥢,立止,,CJK-B
𣥣,止皮,,CJK-B
𣥤,止田,,CJK-B
𣥥,止匕千,,CJK-B
𣥦,止艮,,CJK-B
𣥧,止口口,,CJK-B
𣥨,止匕乃乀,止匕丿又,CJK-B
𣥩,止二一,,CJK-B
𣥪,止几斤,,CJK-B
𣥫,止丨二凵,,CJK-B
𣥬,止刀厶,,CJK-B
𣥭,止干干,,CJK-B
𣥮,止土土,,CJK-B
𣥯,止月,,CJK-B
𣥰,止亻⺊又,,CJK-B
𣥱,止一口乂,,CJK-B
𣥲,彡土止,,CJK-B
𣥳,人一木止,,CJK-B
𣥴,止口刀刀,,CJK-B
𣥵,一止牛八,,CJK-B
𣥶,止日,,CJK-B
𣥷,止夊口丨,,CJK-B
𣥸,止又目,,CJK-B
𣥹,止上小又,,CJK-B
𣥺,尚止,,CJK-B
𣥻,止土八夊,止土儿夊,CJK-B
𣥼,止口口凵,,CJK-B
𣥽,止龶母,止龶,CJK-B
𣥾,止水日,,CJK-B
𣥿,止二二,,CJK-B
𣦀,艹二厶止,,CJK-B
𣦁,止止人人,,CJK-B
𣦂,一田几止,,CJK-B
𣦃,止舟刀,,CJK-B
𣦄,止八业,止八丱一,CJK-B
𣦅,止宀示,,CJK-B
𣦆,厂止一乂,,CJK-B
𣦇,止𠂉日夊,,CJK-B
𣦈,止耂日,止耂日丶,CJK-B
𣦉,止小丿目,,CJK-B
𣦊,止人人人,,CJK-B
𣦋,止八二凵,止儿二凵,CJK-B
𣦌,止癶一大,,CJK-B
𣦍,宀且一止,,CJK-B
𣦎,一止尚,,CJK-B
𣦏,一弋止一,,CJK-B
𣦐,止罒一止,,CJK-B
𣦑,烏止,,CJK-B
𣦒,止冫月,,CJK-B
𣦓,一止⺊貝,,CJK-B
𣦔,車夊止,,CJK-B
𣦕,止日上止,,CJK-B
𣦖,⺊早止,,CJK-B
𣦗,止囗人人,,CJK-B
𣦘,鳥止,,CJK-B
𣦙,止日土止,,CJK-B
𣦚,不止木口,,CJK-B
𣦛,亻尚一止,,CJK-B
𣦜,止夭口口,,CJK-B
𣦝,止丷酉寸,,CJK-B
𣦞,丆月冖又,,CJK-B
𣦟,止立里,,CJK-B
𣦠,止尸耂日,,CJK-B
𣦡,止艹耂日,,CJK-B
𣦢,尸口辛止,,CJK-B
𣦣,山山山止,,CJK-B
𣦤,子夊止,,CJK-B
𣦥,一止土兀,,CJK-B
𣦦,止戊一目,,CJK-B
𣦧,止戊一凵,,CJK-B
𣦨,𠂤止來,,CJK-B
𣦩,止壴皮,,CJK-B
𣦪,又又臣止,,CJK-B
𣦫,止戊一卩,,CJK-B
𣦬,山戊示凵,,CJK-B
𣦭,止戊一山,,CJK-B
𣦮,亠人人,,CJK-B
𣦯,厂禾禾止,,CJK-B
𣦰,厂禾禾乂,,CJK-B
𣦱,言糹糹止,,CJK-B
𣦲,止冫立,,CJK-B
𣦳,止人冫立,,CJK-B
𣦴,夭止夭止,,CJK-B
𣦵,⺊冂一,,CJK-B
𣦶,一,,CJK-B
𣦷,⺊夕乚,,CJK-B
𣦸,⺊夕人,,CJK-B
𣦹,一夕人,,CJK-B
𣦺,一夕力,,CJK-B
𣦻,⺊冂一又,,CJK-B
𣦼,⺊夕又,,CJK-B
𣦽,一夕几,,CJK-B
𣦾,一夕乚乚,,CJK-B
𣦿,一夕一,,CJK-B
𣧀,一夕勹丶,,CJK-B
𣧁,一夕一丂,,CJK-B
𣧂,一夕大,,CJK-B
𣧃,一夕丿七,,CJK-B
𣧄,巛一夕,,CJK-B
𣧅,一夕土,,CJK-B
𣧆,一夕弋,,CJK-B
𣧇,一夕儿丶,,CJK-B
𣧈,一夕山,,CJK-B
𣧉,一夕乃乀,一夕丿又,CJK-B
𣧊,一夕丑,,CJK-B
𣧋,一夕欠,,CJK-B
𣧌,一夕戈,,CJK-B
𣧍,一夕冂人,一夕冂入,CJK-B
𣧎,一夕ユ人,,CJK-B
𣧏,一夕⺊又,,CJK-B
𣧐,一夕止,,CJK-B
𣧑,一夕乂凵,,CJK-B
𣧒,一夕丅乚,,CJK-B
𣧓,一夕了了,,CJK-B
𣧔,一夕勹厶,,CJK-B
𣧕,⺊夕夭,,CJK-B
𣧖,一夕小乀,一夕小乁,CJK-B
𣧗,一夕尤,,CJK-B
𣧘,一夕牛,,CJK-B
𣧙,一夕手,,CJK-B
𣧚,月一夕,,CJK-B
𣧛,一夕火,,CJK-B
𣧜,一夕巴,,CJK-B
𣧝,一夕囗人,,CJK-B
𣧞,一夕丿夫,,CJK-B
𣧟,一夕巳七,,CJK-B
𣧠,一夕人小,,CJK-B
𣧡,一夕戈乚,,CJK-B
𣧢,一夕⺈小,,CJK-B
𣧣,一夕末,,CJK-B
𣧤,一夕丁口,,CJK-B
𣧥,一夕幺力,,CJK-B
𣧦,一夕巾,,CJK-B
𣧧,一夕丶,,CJK-B
𣧨,一夕一丿,,CJK-B
𣧩,一夕夊⺀,,CJK-B
𣧪,一夕屮凵,,CJK-B
𣧫,一夕𠂉,,CJK-B
𣧬,一夕勹口,,CJK-B
𣧭,一夕斤一,,CJK-B
𣧮,⺊夕古,,CJK-B
𣧯,一夕丿,,CJK-B
𣧰,一夕一人,,CJK-B
𣧱,一夕冊,,CJK-B
𣧲,一夕米,,CJK-B
𣧳,一夕夊口,,CJK-B
𣧴,一夕日人,,CJK-B
𣧵,一夕戊一,,CJK-B
𣧶,一夕爫又,,CJK-B
𣧷,一夕几木,,CJK-B
𣧸,一夕冫欠,一夕二欠,CJK-B
𣧹,一夕耳,,CJK-B
𣧺,一夕冊一,,CJK-B
𣧻,一夕冂人,,CJK-B
𣧼,一夕⺈㔾,,CJK-B
𣧽,一夕巛山,,CJK-B
𣧾,一夕艮,,CJK-B
𣧿,一夕一刂,,CJK-B
𣨀,不一夕匕,,CJK-B
𣨁,一夕木冂,,CJK-B
𣨂,一夕至,,CJK-B
𣨃,一夕申丶,,CJK-B
𣨄,⺊夕合,,CJK-B
𣨅,一夕爫寸,,CJK-B
𣨆,一夕白儿,,CJK-B
𣨇,一夕丌コ,,CJK-B
𣨈,一夕甫,,CJK-B
𣨉,一夕了,,CJK-B
𣨊,一夕扌片,,CJK-B
𣨋,一夕扌斤,,CJK-B
𣨌,一夕言,,CJK-B
𣨍,一夕⺈用,一夕⺈土,CJK-B
𣨎,一夕人土,,CJK-B
𣨏,⺊夕冂又,,CJK-B
𣨐,一夕亻,,CJK-B
𣨑,士冖一匕,土冖一匕,CJK-B
𣨒,一夕丿糸,,CJK-B
𣨓,一夕⺧口,,CJK-B
𣨔,一夕亻白,,CJK-B
𣨕,一夕口,,CJK-B
𣨖,⺊夕彳且,,CJK-B
𣨗,木斤一夕,,CJK-B
𣨘,一夕艹夭,,CJK-B
𣨙,一夕禾女,,CJK-B
𣨚,一夕七木,,CJK-B
𣨛,一夕亠十,,CJK-B
𣨜,一夕亠乀,,CJK-B
𣨝,一夕方⺀,,CJK-B
𣨞,一夕𡗗,,CJK-B
𣨟,一夕日,,CJK-B
𣨠,一夕艹心,,CJK-B
𣨡,一夕斤山,,CJK-B
𣨢,一夕尸凵,,CJK-B
𣨣,一夕小,,CJK-B
𣨤,一夕戈一,,CJK-B
𣨥,一夕月月,,CJK-B
𣨦,⺊冂一戈,,CJK-B
𣨧,一夕亠月,一夕七月,CJK-B
𣨨,一夕囗又,,CJK-B
𣨩,一夕宀且,,CJK-B
𣨪,一夕日木,,CJK-B
𣨫,一夕隹,,CJK-B
𣨬,一夕火火,,CJK-B
𣨭,一夕宀コ,,CJK-B
𣨮,一夕爫壬,,CJK-B
𣨯,⺊夕日,,CJK-B
𣨰,扌丿七匕,,CJK-B
𣨱,一夕咼,,CJK-B
𣨲,一夕广又,,CJK-B
𣨳,一夕龷阝,,CJK-B
𣨴,一夕卄木,,CJK-B
𣨵,一夕日乚,,CJK-B
𣨶,一夕彑,,CJK-B
𣨷,⺊夕咼,,CJK-B
𣨸,一夕巛刂,,CJK-B
𣨹,一夕立彡,一夕文彡,CJK-B
𣨺,一夕骨,,CJK-B
𣨻,一夕匕,,CJK-B
𣨼,一夕卅巾,,CJK-B
𣨽,一夕艹大,,CJK-B
𣨾,一夕日生,,CJK-B
𣨿,一夕冖車,,CJK-B
𣩀,一夕户冊,一夕戶冊,CJK-B
𣩁,一夕匕斤,,CJK-B
𣩂,扌斤一匕,,CJK-B
𣩃,一夕彐卩,,CJK-B
𣩄,一夕土皿,,CJK-B
𣩅,一夕高,,CJK-B
𣩆,一夕冖八,,CJK-B
𣩇,广亻寸匕,,CJK-B
𣩈,一夕⺶工,,CJK-B
𣩉,士冖一䒑,土冖一䒑,CJK-B
𣩊,一夕夕木,,CJK-B
𣩋,一夕示,,CJK-B
𣩌,一夕上手,,CJK-B
𣩍,一夕习彡,,CJK-B
𣩎,一夕艹大,,CJK-B
𣩏,一夕鹿,,CJK-B
𣩐,一夕宀日,,CJK-B
𣩑,一夕山隹,,CJK-B
𣩒,一夕日,,CJK-B
𣩓,一夕巛木,,CJK-B
𣩔,一夕貝,,CJK-B
𣩕,⺊夕魚,,CJK-B
𣩖,爫冂二匕,,CJK-B
𣩗,一夕爿寸,,CJK-B
𣩘,一夕寸,,CJK-B
𣩙,一夕一灬,,CJK-B
𣩚,一夕耳口,,CJK-B
𣩛,一夕匚口,,CJK-B
𣩜,一夕立儿,,CJK-B
𣩝,一夕門木,,CJK-B
𣩞,一夕門月,,CJK-B
𣩟,一夕癶䒑,,CJK-B
𣩠,一夕其斤,,CJK-B
𣩡,一夕日又,一夕冂又,CJK-B
𣩢,一夕大小,,CJK-B
𣩣,一夕艹木,,CJK-B
𣩤,一夕一心,,CJK-B
𣩥,一夕罒貝,,CJK-B
𣩦,一夕土兀,,CJK-B
𣩧,一夕羊口,一夕⺷口,CJK-B
𣩨,一夕艹木,,CJK-B
𣩩,尸口辛夕,,CJK-B
𣩪,一夕止,,CJK-B
𣩫,一夕业八,,CJK-B
𣩬,一夕木貝,,CJK-B
𣩭,八人口匕,,CJK-B
𣩮,一夕人日,,CJK-B
𣩯,一夕日灬,,CJK-B
𣩰,一夕习隹,,CJK-B
𣩱,一夕艹皿,,CJK-B
𣩲,一夕卄土,,CJK-B
𣩳,一夕匚日,,CJK-B
𣩴,弓口虫匕,弓厶虫匕,CJK-B
𣩵,一夕宀貝,,CJK-B
𣩶,一夕癶一,,CJK-B
𣩷,一夕艹魚,,CJK-B
𣩸,石亠人匕,,CJK-B
𣩹,一夕亠𧘇,,CJK-B
𣩺,冂一匕,冂一口匕,CJK-B
𣩻,⺊夕亠𧘇,,CJK-B
𣩼,一夕門丷,,CJK-B
𣩽,一夕𧘇,,CJK-B
𣩾,艹合艹匕,,CJK-B
𣩿,一夕罒隹,,CJK-B
𣪀,一夕十頁,,CJK-B
𣪁,一夕⺧貝,,CJK-B
𣪂,亠殳,,CJK-B
𣪃,コ丿乛殳,,CJK-B
𣪄,欠殳,,CJK-B
𣪅,一止殳,,CJK-B
𣪆,口丂殳,,CJK-B
𣪇,古殳,,CJK-B
𣪈,夕夕殳,,CJK-B
𣪉,口尸殳,,CJK-B
𣪊,一,,CJK-B
𣪋,一水丶殳,,CJK-B
𣪌,一口䒑殳,,CJK-B
𣪍,尸几几殳,,CJK-B
𣪎,士月殳,,CJK-B
𣪏,彐月殳,,CJK-B
𣪐,己コ匚殳,,CJK-B
𣪑,匕示殳,,CJK-B
𣪒,丂,,CJK-B
𣪓,口月殳,口⺼殳,CJK-B
𣪔,戶一丂殳,,CJK-B
𣪕,白厶殳,,CJK-B
𣪖,丿米殳,,CJK-B
𣪗,士冂丄殳,,CJK-B
𣪘,白匕殳,,CJK-B
𣪙,⺊早殳,,CJK-B
𣪚,龷月殳,,CJK-B
𣪛,冂一,,CJK-B
𣪜,千丬匕殳,,CJK-B
𣪝,土,,CJK-B
𣪞,白廾殳,,CJK-B
𣪟,亠厶月殳,七丶月殳,CJK-B
𣪠,車凵殳,,CJK-B
𣪡,口ヰ殳,,CJK-B
𣪢,丁殳,,CJK-B
𣪣,彐殳,,CJK-B
𣪤,士殳力,,CJK-B
𣪥,一口,,CJK-B
𣪦,龵目殳,,CJK-B
𣪧,白方殳,,CJK-B
𣪨,一大,,CJK-B
𣪩,乂乂木殳,,CJK-B
𣪪,疒一口殳,,CJK-B
𣪫,尸一八殳,,CJK-B
𣪬,牛,,CJK-B
𣪭,龶目殳,,CJK-B
𣪮,宀辛殳,,CJK-B
𣪯,宀口口殳,宀口殳,CJK-B
𣪰,夕㔾皿殳,,CJK-B
𣪱,山一口殳,,CJK-B
𣪲,业殳,,CJK-B
𣪳,一欠,,CJK-B
𣪴,冖殳,,CJK-B
𣪵,尸艹殳,,CJK-B
𣪶,厶厶厶殳,,CJK-B
𣪷,臼壬殳,,CJK-B
𣪸,舌,,CJK-B
𣪹,一屮凵,,CJK-B
𣪺,十冖一殳,,CJK-B
𣪻,业䒑夫殳,,CJK-B
𣪼,尚牙殳,,CJK-B
𣪽,夭口冂殳,,CJK-B
𣪾,弓工工殳,,CJK-B
𣪿,尚木殳,,CJK-B
𣫀,⺧口,,CJK-B
𣫁,土土土殳,,CJK-B
𣫂,十冖一殳,,CJK-B
𣫃,爫子,,CJK-B
𣫄,木木月殳,,CJK-B
𣫅,⺈土,,CJK-B
𣫆,士殳止,,CJK-B
𣫇,儿示,,CJK-B
𣫈,酉,,CJK-B
𣫉,禾乃,,CJK-B
𣫊,士殳古,,CJK-B
𣫋,⺊冖爫殳,,CJK-B
𣫌,一爫子,,CJK-B
𣫍,僉殳,,CJK-B
𣫎,一木口,,CJK-B
𣫏,臼言殳,,CJK-B
𣫐,士乛工殳,,CJK-B
𣫑,⺮目廾殳,,CJK-B
𣫒,士殳工,,CJK-B
𣫓,一木木,,CJK-B
𣫔,一豕丶,,CJK-B
𣫕,田尸龷殳,,CJK-B
𣫖,辛豕殳,立土殳,CJK-B
𣫗,口米,,CJK-B
𣫘,士殳丶,,CJK-B
𣫙,士殳木,,CJK-B
𣫚,立豕殳,,CJK-B
𣫛,丶丌二殳,,CJK-B
𣫜,士殳早,,CJK-B
𣫝,士殳工,,CJK-B
𣫞,业臼殳,,CJK-B
𣫟,弓工工殳,,CJK-B
𣫠,十冖一殳,,CJK-B
𣫡,立早夊殳,,CJK-B
𣫢,⺮僉殳,,CJK-B
𣫣,士殳虫,,CJK-B
𣫤,士殳䒑,,CJK-B
𣫥,匚矢殳隶,,CJK-B
𣫦,車凵殳几,,CJK-B
𣫧,艹厂禾殳,,CJK-B
𣫨,士殳皿,,CJK-B
𣫩,业⺷臼殳,,CJK-B
𣫪,禾人日,,CJK-B
𣫫,匚矢殳金,,CJK-B
𣫬,艹,,CJK-B
𣫭,亠母,,CJK-B
𣫮,子母,,CJK-B
𣫯,母母,,CJK-B
𣫰,母巴,,CJK-B
𣫱,二厶母,,CJK-B
𣫲,母亻丁,,CJK-B
𣫳,冊,,CJK-B
𣫴,土土母,,CJK-B
𣫵,大龶母,大龶,CJK-B
𣫶,小龶母,小龶,CJK-B
𣫷,𠂉母丷,,CJK-B
𣫸,𠂉母世,,CJK-B
𣫹,甲龶母,甲龶,CJK-B
𣫺,𠂉母亠月,𠂉母七月,CJK-B
𣫻,十口女,,CJK-B
𣫼,𠂉母宀㔾,,CJK-B
𣫽,禾戊㇆,,CJK-B
𣫾,𠂉母穴口,,CJK-B
𣫿,米戊㇆母,,CJK-B
𣬀,來戊㇆母,,CJK-B
𣬁,𠂉母虍皿,,CJK-B
𣬂,匕匕干,,CJK-B
𣬃,匕匕㇆,,CJK-B
𣬄,匕匕八刀,,CJK-B
